"42,999","40,849","38,807","38,807","40,747","42,784","42,784","42,784","42,784","38,934","36,987","35,138","38,934","39,323","39,716","40,113","37,305","34,694","36,776","38,982","41,321","41,321","41,321","42,999",Honor 70 Pro 5G
"49,990","47,491","45,116","45,116","47,372","49,740","49,740","49,740","49,740","44,766","42,528","40,402","44,766","45,214","45,666","46,123","42,894","39,892","42,285","44,822","47,512","47,512","47,512","49,990",Honor 70 Pro Plus 5G
"29,990","29,990","29,990","29,690","29,393","29,099","28,808","29,384","29,384","26,740","25,403","24,133","26,740","27,007","27,277","27,550","25,622","23,828","24,781","25,772","26,803","26,803","26,803","29,990",Honor 70 SE 5G
"30,999","29,449","27,977","27,977","29,375","30,844","30,844","30,844","30,844","28,068","26,665","25,332","28,068","28,349","28,632","28,919","26,894","25,012","26,513","28,103","29,789","29,789","29,789","30,999",Honor 80
"38,999","37,049","35,197","35,197","36,956","38,804","38,804","38,804","38,804","35,312","33,546","31,869","35,312","35,665","36,022","36,382","33,835","31,467","33,355","35,356","37,477","37,477","37,477","38,999",Honor 80 GT
"43,990","41,791","39,701","39,701","41,686","43,770","43,770","43,770","43,770","39,831","37,839","35,947","39,831","40,229","40,632","41,038","38,165","35,494","37,623","39,881","42,274","42,274","42,274","43,990",Honor 80 Pro
"39,990","37,991","36,091","36,091","37,896","39,790","39,790","39,790","39,790","36,209","34,399","32,679","36,209","36,571","36,937","37,306","34,695","32,266","34,202","36,254","38,430","38,430","38,430","39,990",Honor 80 Pro Flat
"54,990","53,890","52,812","52,812","52,812","52,812","52,812","52,812","52,812","47,531","45,155","42,897","47,531","48,006","48,487","48,971","45,543","42,355","45,320","48,493","51,887","51,887","51,887","54,990",Honor 80 Pro Plus
"27,990","27,990","27,990","27,710","27,433","27,159","26,887","27,425","27,425","24,957","23,709","22,523","24,957","25,206","25,458","25,713","23,913","22,239","23,129","24,054","25,016","25,016","25,016","27,990",Honor 80 SE
"25,499","25,499","25,499","25,244","24,992","24,742","24,494","24,984","24,984","23,235","22,073","20,970","23,235","23,468","23,702","23,939","22,742","21,605","22,469","23,368","24,303","24,303","24,303","25,499",Honor 90 5G
"27,199","27,199","27,199","26,927","26,658","26,391","26,127","26,650","26,650","24,251","23,039","21,887","24,251","24,494","24,739","24,986","23,737","22,550","23,452","24,390","25,366","25,366","25,366","27,199",Honor 90 5G (12GB RAM +512GB)
"29,990","29,990","29,990","29,690","29,393","29,099","28,808","29,384","29,384","26,740","25,403","24,133","26,740","27,007","27,277","27,550","25,622","23,828","24,781","25,772","26,803","26,803","26,803","29,990",Honor 90 GT
"24,990","24,990","24,990","24,740","24,493","24,248","24,005","24,485","24,485","22,771","21,633","20,551","22,771","22,999","23,229","23,461","22,288","21,174","22,021","22,902","23,818","23,818","23,818","24,990",Honor 90 Lite
"55,990","54,870","53,773","53,773","53,773","53,773","53,773","53,773","53,773","48,396","45,976","43,677","53,773","54,311","54,854","55,402","51,524","47,917","51,272","54,861","58,701","58,701","58,701","55,990",Honor 90 Pro
"21,990","21,990","21,990","21,770","21,552","21,337","21,124","21,546","21,546","20,038","19,036","18,084","20,038","20,238","20,441","20,645","19,613","18,632","19,377","20,152","20,959","20,959","20,959","21,990",Honor 90 Smart
"89,990","87,290","84,672","84,672","88,905","88,905","88,905","88,905","88,905","80,015","76,014","72,213","80,015","80,015","80,015","80,015","74,414","69,205","74,049","79,232","84,779","84,779","84,779","89,990",Honor Magic 4 Pro 5G
"94,990","92,140","89,376","89,376","93,845","93,845","93,845","93,845","93,845","84,460","80,237","76,226","84,460","84,460","84,460","84,460","78,548","73,050","78,163","83,635","89,489","89,489","89,489","94,990",Honor Magic 4 Pro Plus 5G
"79,999","78,399","76,831","76,831","76,831","76,831","76,831","76,831","76,831","69,148","65,691","62,406","76,831","76,831","76,831","76,831","71,453","66,451","71,103","76,080","81,406","81,406","81,406","79,999",Honor Magic 5
"31,999","30,399","28,879","28,879","30,323","31,839","31,839","31,839","31,839","28,974","27,525","26,149","28,974","29,263","29,556","29,852","27,762","25,819","27,368","29,010","30,750","30,750","30,750","31,999",Honor Magic 5 Lite
"1,03,999","1,03,999","1,03,999","1,03,999","1,02,959","1,01,929","1,00,910","1,02,928","1,02,928","92,636","88,004","83,604","92,636","92,635","92,635","92,635","86,151","80,120","85,729","91,730","98,151","98,151","98,151","1,03,999",Honor Magic 5 Pro
"77,990","76,430","74,902","74,902","74,902","74,902","74,902","74,902","74,902","67,411","64,041","60,839","74,902","74,902","74,902","74,902","69,658","64,782","69,317","74,169","79,361","79,361","79,361","77,990",Honor Magic 5 Ultimate
"51,999","50,959","49,940","49,940","49,940","49,940","49,940","49,940","49,940","44,946","42,699","40,564","44,946","45,395","45,849","46,308","43,066","40,052","42,855","45,855","49,065","49,065","49,065","51,999",Honor Magic 6
"34,999","33,249","31,587","31,587","33,166","34,824","34,824","34,824","34,824","31,690","30,106","28,600","31,690","32,007","32,327","32,650","30,365","28,239","29,934","31,730","33,633","33,633","33,633","34,999",Honor Magic 6 Lite
"66,499","65,169","63,866","63,866","63,866","63,866","63,866","63,866","63,866","57,479","54,605","51,875","63,866","63,866","63,866","63,866","59,395","55,237","59,104","63,241","67,668","67,668","67,668","66,499",Honor Magic 6 Pro
"1,14,990","1,14,990","1,14,990","1,14,990","1,13,840","1,12,702","1,11,575","1,13,806","1,13,806","1,00,149","95,142","90,385","1,00,149","1,00,149","1,00,149","1,00,149","93,139","86,619","92,683","99,170","1,06,112","1,06,112","1,06,112","1,14,990",Honor Magic 6 RSR
"79,990","78,390","76,822","76,822","76,822","76,822","76,822","76,822","76,822","69,140","65,683","62,399","76,822","76,822","76,822","76,822","71,445","66,444","71,095","76,071","81,396","81,396","81,396","79,990",Honor Magic 6 Ultimate
"89,999","87,299","84,680","84,680","88,914","88,914","88,914","88,914","88,914","80,023","76,022","72,220","80,023","80,023","80,023","80,023","74,421","69,212","74,056","79,240","84,787","84,787","84,787","89,999",Honor Magic Flip
"1,04,999","1,04,999","1,04,999","1,04,999","1,03,949","1,02,910","1,01,880","1,03,918","1,03,918","93,526","88,850","84,407","93,526","93,526","93,526","93,526","86,979","80,891","86,553","92,612","99,095","99,095","99,095","1,04,999",Honor Magic Fold 5G
"99,990","96,990","94,081","94,081","98,785","98,785","98,785","98,785","98,785","88,906","84,461","80,238","88,906","88,906","88,906","88,906","82,683","76,895","82,278","88,037","94,200","94,200","94,200","99,990",Honor Magic V Slim
"1,02,999","1,02,999","1,02,999","1,02,999","1,01,969","1,00,949","99,940","1,01,939","1,01,939","91,745","87,158","82,800","91,745","91,745","91,745","91,745","85,323","79,350","84,905","90,848","97,207","97,207","97,207","1,02,999",Honor Magic V2
"56,999","55,859","54,742","54,742","54,742","54,742","54,742","54,742","54,742","49,268","46,804","44,464","54,742","55,289","55,842","56,401","52,453","48,781","52,196","55,849","59,759","59,759","59,759","56,999",Honor Magic V2 Lite
"1,87,990","1,87,990","1,87,990","1,87,990","1,86,110","1,84,249","1,82,407","1,86,055","1,86,055","1,63,728","1,55,542","1,47,765","1,63,728","1,63,728","1,63,728","1,63,728","1,52,267","1,41,608","1,63,728","1,63,728","1,52,267","1,52,267","1,52,267","1,87,990",Honor Magic V2 RSR Porsche Design
"1,24,999","1,24,999","1,24,999","1,24,999","1,23,749","1,22,512","1,21,286","1,23,712","1,23,712","1,08,867","1,03,423","98,252","1,08,867","1,08,867","1,08,867","1,08,867","1,01,246","94,159","1,00,750","1,07,802","1,15,349","1,15,349","1,15,349","1,24,999",Honor Magic Vs
"79,999","78,399","76,831","76,831","76,831","76,831","76,831","76,831","76,831","69,148","65,691","62,406","76,831","76,831","76,831","76,831","71,453","66,451","71,103","76,080","81,406","81,406","81,406","79,999",Honor Magic Vs 2
"1,39,999","1,39,999","1,39,999","1,39,999","1,38,599","1,37,213","1,35,841","1,38,558","1,38,558","1,21,931","1,15,834","1,10,043","1,21,931","1,21,931","1,21,931","1,21,931","1,13,396","1,05,458","1,21,931","1,21,931","1,13,396","1,13,396","1,13,396","1,39,999",Honor Magic Vs Ultimate Edition
"94,990","92,140","89,376","89,376","93,845","93,845","93,845","93,845","93,845","84,460","80,237","76,226","84,460","84,460","84,460","84,460","78,548","73,050","78,163","83,635","89,489","89,489","89,489","94,990",Honor Magic4 Ultimate 5G
"11,999","11,999","11,999","11,999","11,999","11,639","11,290","11,516","11,516","10,940","10,502","10,082","10,385","10,489","10,593","10,699","10,271","9,860","10,156","10,461","10,775","10,775","10,775","11,999",Honor Play 20a
"9,999","9,999","9,999","9,999","9,999","9,699","9,408","9,596","9,596","9,116","8,934","8,755","8,931","9,020","9,110","9,201","8,833","8,480","8,734","8,996","9,266","9,266","9,266","9,999",Honor Play 30
"14,990","14,990","14,990","14,990","14,990","14,540","14,104","14,386","14,386","13,667","13,120","12,595","13,667","13,804","13,942","14,081","13,518","12,977","13,366","13,767","14,180","14,180","14,180","14,990",Honor Play 40
"13,990","13,990","13,990","13,990","13,990","13,570","13,163","13,426","13,426","12,755","12,245","11,755","12,755","12,883","13,012","13,142","12,616","12,111","12,475","12,849","13,234","13,234","13,234","13,990",Honor Play 40 Plus
"9,990","9,990","9,990","9,990","9,990","9,690","9,400","9,588","9,588","9,108","8,926","8,748","8,922","9,012","9,102","9,193","8,825","8,472","8,726","8,988","9,258","9,258","9,258","9,990",Honor Play 40C
"14,990","14,990","14,990","14,990","14,990","14,540","14,104","14,386","14,386","13,667","13,120","12,595","13,667","13,804","13,942","14,081","13,518","12,977","13,366","13,767","14,180","14,180","14,180","14,990",Honor Play 50
"13,999","13,999","13,999","13,999","13,999","13,579","13,172","13,435","13,435","12,763","12,253","11,763","12,763","12,891","13,020","13,150","12,624","12,119","12,483","12,857","13,243","13,243","13,243","13,999",Honor Play 50 Plus
"11,990","11,990","11,990","11,990","11,990","11,630","11,281","11,507","11,507","10,932","10,494","10,075","10,377","10,481","10,585","10,691","10,264","9,853","10,149","10,453","10,767","10,767","10,767","11,990",Honor Play 6C
"13,990","13,990","13,990","13,990","13,990","13,570","13,163","13,426","13,426","12,755","12,245","11,755","12,755","12,883","13,012","13,142","12,616","12,111","12,475","12,849","13,234","13,234","13,234","13,990",Honor Play 7T
"17,990","17,990","17,990","17,810","17,632","17,456","17,281","17,627","17,627","16,393","15,737","15,108","16,393","16,557","16,722","16,890","16,045","15,243","15,853","16,487","17,146","17,146","17,146","17,990",Honor Play 7T Pro
"14,990","14,990","14,990","14,990","14,990","14,540","14,104","14,386","14,386","13,667","13,120","12,595","13,667","13,804","13,942","14,081","13,518","12,977","13,366","13,767","14,180","14,180","14,180","14,990",Honor Play 8T
"20,999","20,999","20,999","20,789","20,581","20,375","20,172","20,575","20,575","19,135","18,369","17,635","19,135","19,326","19,519","19,715","18,729","17,792","18,504","19,244","20,014","20,014","20,014","20,999",Honor Play 8T Pro
"67,990","66,630","65,298","65,298","65,298","65,298","65,298","65,298","65,298","58,768","55,829","53,038","65,298","65,298","65,298","65,298","60,727","56,476","60,429","64,659","69,185","69,185","69,185","67,990",Honor V Purse
"44,990","42,741","40,603","40,603","42,634","44,765","44,765","44,765","44,765","40,736","38,700","36,765","40,736","41,144","41,555","41,971","39,033","36,301","38,479","40,787","43,235","43,235","43,235","44,990",Honor V40 Pro
"54,990","53,890","52,812","52,812","52,812","52,812","52,812","52,812","52,812","47,531","45,155","42,897","47,531","48,006","48,487","48,971","45,543","42,355","45,320","48,493","51,887","51,887","51,887","54,990",Honor V40 Pro Plus
"27,999","27,999","27,999","27,719","27,442","27,167","26,896","27,434","27,434","24,965","23,716","22,531","24,965","25,214","25,466","25,721","23,921","22,246","23,136","24,061","25,024","25,024","25,024","27,999",Honor X20 Max 5G
"23,990","23,990","23,990","23,750","23,513","23,277","23,045","23,506","23,506","21,860","20,767","19,729","21,860","22,079","22,300","22,523","21,396","20,327","21,140","21,985","22,865","22,865","22,865","23,990",Honor X40
"20,499","20,499","20,499","20,294","20,091","19,890","19,691","20,085","20,085","18,679","17,932","17,215","18,679","18,866","19,055","19,245","18,283","17,369","18,063","18,786","19,537","19,537","19,537","20,499",Honor X40 GT Racing
"24,990","24,990","24,990","24,740","24,493","24,248","24,005","24,485","24,485","22,771","21,633","20,551","22,771","22,999","23,229","23,461","22,288","21,174","22,021","22,902","23,818","23,818","23,818","24,990",Honor X40 Max 5G
"24,990","24,990","24,990","24,740","24,493","24,248","24,005","24,485","24,485","22,771","21,633","20,551","22,771","22,999","23,229","23,461","22,288","21,174","22,021","22,902","23,818","23,818","23,818","24,990",Honor X40GT
"18,990","18,990","18,990","18,800","18,612","18,426","18,242","18,607","18,607","17,304","16,612","15,947","17,304","17,477","17,652","17,828","16,937","16,090","16,734","17,403","18,099","18,099","18,099","18,990",Honor X40i
"8,990","8,990","8,990","8,990","8,990","8,720","8,459","8,628","8,628","8,196","8,033","7,872","8,029","8,110","8,191","8,273","7,942","7,624","7,853","8,088","8,331","8,331","8,331","8,990",Honor X5
"10,990","10,990","10,990","10,990","10,990","10,660","10,340","10,547","10,547","10,020","9,619","9,234","9,419","9,513","9,608","9,704","9,316","8,944","9,212","9,488","9,773","9,773","9,773","10,990",Honor X5 Plus
"15,990","15,990","15,990","15,830","15,672","15,515","15,360","15,667","15,667","14,570","13,988","13,428","14,570","14,716","14,863","15,012","14,411","13,835","14,250","14,678","15,118","15,118","15,118","15,990",Honor X50
"23,999","23,999","23,999","23,759","23,521","23,286","23,053","23,514","23,514","21,868","20,775","19,736","21,868","22,087","22,308","22,531","21,404","20,334","21,148","21,994","22,873","22,873","22,873","23,999",Honor X50 GT
"32,990","31,341","29,773","29,773","31,262","32,825","32,825","32,825","32,825","29,871","28,377","26,959","29,871","30,170","30,471","30,776","28,622","26,618","28,215","29,908","31,703","31,703","31,703","32,990",Honor X50 Pro
